11,2020/3/14/7/24/13
7,2021/10/18/10/51/40
11,2021/5/23/19/44/23
19,2020/3/9/2/57/43
1,2022/4/18/7/47/39
15,2022/8/16/5/57/29
12,2021/5/25/22/40/35
19,2020/3/25/19/0/13
17,2022/8/22/20/24/41
12,2020/4/6/15/6/25
5,2021/8/17/21/44/16
9,2022/12/21/21/43/14
5,2020/6/23/8/8/35
5,2020/12/12/11/53/6
4,2020/2/13/1/35/5
9,2021/1/15/18/9/39
19,2021/5/25/4/30/26
9,2021/4/13/8/29/1
18,2022/4/20/14/35/42
19,2021/3/2/8/35/11
16,2022/5/15/20/35/28
13,2022/1/2/16/0/50
18,2021/1/13/8/54/43
13,2022/8/3/5/54/26
4,2020/5/26/9/26/54
3,2020/9/5/19/26/52
2,2022/6/26/9/37/43
2,2021/1/17/19/47/22
8,2020/12/27/13/18/33
4,2021/12/6/1/53/37
14,2021/12/21/7/4/55
2,2021/12/12/12/23/31
1,2021/9/19/22/16/13
1,2021/1/21/0/31/38
6,2022/7/25/16/27/4
14,2021/1/27/8/46/28
7,2020/6/16/14/13/59
3,2021/7/8/11/44/8
5,2021/6/11/23/10/19
18,2022/6/24/1/3/2
4,2021/9/1/1/52/0
5,2020/11/2/15/16/51
9,2022/7/27/8/26/49
15,2021/11/8/13/1/51
5,2022/5/12/7/40/54
7,2020/4/5/23/35/25
12,2020/1/14/6/0/53
5,2020/12/3/13/55/57
18,2022/1/28/13/3/13
16,2022/12/14/13/0/20
7,2021/2/24/4/27/17
18,2022/8/14/22/36/55
14,2020/9/10/13/22/14
17,2022/8/23/21/19/14
9,2020/7/13/13/18/31
14,2020/4/7/14/8/22
18,2022/7/25/0/54/53
2,2022/10/2/20/55/46
12,2021/9/23/7/30/43
1,2021/2/14/21/43/5
16,2021/11/7/23/29/45
18,2020/1/6/4/36/55
9,2022/4/10/15/4/52
7,2021/10/2/2/10/44
7,2022/10/9/1/40/5
8,2020/12/4/0/14/31
4,2022/9/16/13/42/7
6,2020/11/19/22/39/0
5,2021/1/15/12/17/42
11,2020/4/23/7/50/29
16,2020/2/8/13/44/31
4,2021/9/6/14/24/30
6,2021/12/24/22/12/24
14,2022/7/4/0/25/13
18,2021/4/10/17/7/21
12,2020/1/18/0/42/26
15,2020/2/11/16/48/15
15,2022/2/26/2/50/14
6,2022/9/16/9/36/45
8,2020/11/21/5/33/5
3,2022/7/26/2/7/47
9,2021/1/10/4/18/17
4,2021/7/5/21/23/2
3,2020/2/25/9/46/2
3,2021/6/17/12/7/14
18,2020/11/7/6/6/50
18,2020/1/8/22/7/56
12,2022/10/16/4/9/22
4,2022/4/15/5/0/17
15,2022/9/28/9/50/21
12,2020/6/5/6/9/9
13,2020/8/3/9/27/43
13,2021/8/17/14/31/5
18,2022/4/27/9/40/24
3,2021/5/27/0/50/30
15,2021/12/5/9/4/39
14,2022/9/10/4/56/38
3,2021/1/26/2/25/26
11,2022/7/11/1/15/23
4,2021/2/23/9/40/26
9,2022/1/23/2/48/23
13,2021/2/5/6/31/5
10,2021/7/27/11/39/4
10,2021/1/19/8/40/54
16,2022/9/4/18/49/21
7,2021/5/27/3/39/51
5,2022/11/20/1/43/38
2,2020/6/27/0/52/31
12,2022/8/19/0/27/4
14,2021/11/28/4/33/40
11,2021/3/5/1/28/17
12,2022/9/18/12/12/24
5,2020/7/20/14/51/36
9,2020/1/23/16/33/59
14,2022/7/12/13/36/14
15,2022/3/7/10/10/8
16,2021/12/17/4/47/41
5,2022/8/12/9/55/17
4,2021/6/2/5/2/48
6,2022/2/13/19/14/29
3,2022/5/3/1/30/17
1,2021/7/14/6/23/48
18,2021/4/17/6/31/53
17,2021/2/10/22/36/3
10,2021/12/16/22/2/58
17,2020/4/8/1/27/43
13,2022/4/9/1/56/32
2,2020/7/25/19/14/14
7,2022/4/22/20/8/8
2,2022/10/17/6/7/26
3,2021/12/7/23/15/13
9,2020/12/23/22/9/17
1,2020/2/9/8/51/59
10,2021/11/28/15/2/11
7,2022/7/2/0/22/56
10,2021/6/17/7/16/45
3,2020/10/25/11/27/6
11,2021/8/9/19/20/45
19,2022/3/15/8/29/5
6,2020/9/19/7/48/29
4,2020/8/12/16/59/26
3,2022/10/5/3/28/35
7,2022/11/4/13/50/19
1,2020/10/7/13/18/51
9,2022/7/12/9/22/43
6,2021/4/26/9/57/5
7,2020/11/18/0/39/14
12,2020/10/19/7/43/5
2,2020/6/2/18/14/36
16,2021/7/18/0/9/56
3,2021/2/16/19/37/16
18,2021/12/7/2/25/11
13,2022/9/4/9/38/46
12,2020/3/15/2/57/51
18,2021/1/13/10/43/57
18,2022/3/2/1/57/57
8,2022/8/28/22/30/41
14,2021/7/12/19/35/22
16,2022/7/17/6/33/21
3,2021/12/28/12/0/10
11,2021/8/1/8/45/50
2,2020/9/9/23/32/55
8,2020/5/9/16/44/2
9,2021/10/28/15/29/31
16,2020/6/19/5/27/5
11,2020/10/26/12/14/53
5,2021/7/21/17/17/11
18,2021/3/20/6/49/39
5,2022/1/4/4/7/46
18,2020/2/11/18/14/17
8,2021/7/9/6/1/32
1,2021/11/24/18/27/48
5,2022/10/16/21/54/53
11,2020/1/13/20/48/38
17,2022/8/22/11/13/15
17,2020/1/25/21/13/59
15,2021/10/12/1/5/47
5,2022/10/15/19/27/18
16,2021/12/25/9/35/3
1,2022/2/19/23/1/56
18,2021/7/18/20/56/51
8,2022/7/13/8/7/45
8,2022/1/16/7/59/57
2,2022/4/1/21/22/44
7,2020/2/19/3/55/35
3,2020/2/13/19/45/7
7,2020/11/5/12/39/55
3,2020/1/27/21/58/20
4,2021/6/10/19/50/40
9,2020/8/7/23/22/5
18,2022/2/22/17/11/57
9,2021/9/28/14/59/0
16,2021/6/14/0/47/3
19,2020/2/28/6/53/27
7,2021/11/9/18/32/31
2,2022/8/23/5/45/33
12,2020/7/10/16/38/23
10,2020/12/3/7/58/3
2,2021/1/19/1/4/16
17,2021/9/1/3/16/11
19,2020/7/16/13/22/13
5,2021/7/19/5/25/18
1,2020/4/9/23/52/46
5,2021/9/6/23/43/39
10,2022/12/23/13/45/25
1,2020/12/20/2/51/8
10,2022/12/18/18/36/42
15,2020/7/15/23/15/57
13,2022/5/27/19/49/56
17,2021/2/8/6/38/44
7,2020/1/7/1/16/10
12,2022/7/26/22/1/30
12,2020/1/11/17/44/50
4,2022/5/11/3/23/38
16,2022/9/17/7/18/48
5,2022/5/13/22/53/38
10,2022/1/11/8/50/12
12,2021/4/22/10/1/49
11,2022/1/5/6/6/56
8,2020/3/2/3/2/29
5,2022/12/5/0/32/33
8,2021/11/17/22/39/3
12,2021/5/4/15/49/57
7,2020/1/2/9/31/18
14,2021/6/20/21/31/26
13,2021/9/28/17/37/40
3,2020/8/14/14/1/54
1,2020/7/14/2/22/10
15,2022/7/7/13/25/2
15,2022/4/8/22/39/31
7,2021/1/28/13/30/38
